label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-stock-critical-r2,0,0,50,49,50000,85000,76673,18024000,155093000,132195061
