label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-stock-critical-r3,0,0,50,49,50000,86000,76673,21069000,155071000,132215755
