np,rep,request,phase,prompt_tokens,tokens,ttft_s,wall_s,itl_s,request_tps,stop,error
8,-1,0,warmup,24,128,0.5724857999994128,6.3432373229989025,0.04543898837007472,22.180819861997602,True,
8,-1,1,warmup,24,128,0.5716785069998878,6.342541738998989,0.04543986796849686,22.18039049864281,True,
8,-1,2,warmup,24,128,0.5707323240021651,6.342068673002359,0.04544359329921412,22.178572216151338,True,
8,-1,3,warmup,24,128,0.5725353569978324,6.342602708999038,0.04543360119685989,22.183449896058207,True,
8,-1,4,warmup,24,128,0.45637841200004914,6.283233914000448,0.045880751984255105,21.967251454246075,True,
8,-1,5,warmup,24,128,0.5722766400031105,6.34228179099955,0.045433111425168815,22.183689034990774,True,
8,-1,6,warmup,24,128,0.569544264999422,6.340749286999198,0.0454425592283447,22.179076901975456,True,
8,-1,7,warmup,24,128,0.5723544419997779,6.341988566000509,0.045430189952761664,22.18511559815223,True,
8,0,0,measure,24,128,0.2355592380008602,5.800708430000668,0.04382007237795124,23.000281858392345,True,
8,0,1,measure,24,128,0.23438494700167212,5.8000591570016695,0.043824206377952736,22.998112208942977,True,
8,0,2,measure,24,128,0.23440057699917816,5.800034289000905,0.04382388749607659,22.998279553320394,True,
8,0,3,measure,24,128,0.23538557899883017,5.800419974999386,0.04381916847244532,23.00075631014792,True,
8,0,4,measure,24,128,0.235777435998898,5.80041876299947,0.043816073440949385,23.00238101221772,True,
8,0,5,measure,24,128,0.2366440949990647,5.800678552001045,0.043811294937023466,23.004889885058173,True,
8,0,6,measure,24,128,0.2358160619987757,5.800220985001943,0.04381421199215092,23.003358269426062,True,
8,0,7,measure,24,128,0.23678146399834077,5.800411418000294,0.04380810987403113,23.00656245261761,True,
8,1,0,measure,24,128,0.22961509800006752,5.590098266002315,0.04220852888190746,23.878444533518277,True,
8,1,1,measure,24,128,0.22901743699912913,5.5897335510017,0.04221036310238245,23.877406913165,True,
8,1,2,measure,24,128,0.23016306099816575,5.590076512999076,0.042204042929141025,23.88098262150414,True,
8,1,3,measure,24,128,0.2303576830017846,5.590155518002575,0.04220313255906134,23.881497761749277,True,
8,1,4,measure,24,128,0.23125410900320276,5.590493400002742,0.04219873457479952,23.88398670963748,True,
8,1,5,measure,24,128,0.23053128299943637,5.589961939000204,0.04220024138583282,23.883133902792988,True,
8,1,6,measure,24,128,0.2313884120012517,5.59030585200162,0.04219620031496353,23.885421156999797,True,
8,1,7,measure,24,128,0.23185691100297845,5.590345630000229,0.04219282455903347,23.887332177486233,True,
8,2,0,measure,24,128,0.2653958959999727,5.995526742997754,0.04511914052754158,22.33805883631152,True,
8,2,1,measure,24,128,0.26570691599772545,5.995566431000043,0.045117004055136356,22.339116633638483,True,
8,2,2,measure,24,128,0.3665770209991024,6.031545929999993,0.044606054401581816,22.59500485459414,True,
8,2,3,measure,24,128,0.36950168200201006,6.03256556800261,0.04459105422047717,22.602605687783765,True,
8,2,4,measure,24,128,0.36655280299964943,6.031277423000574,0.04460413086614901,22.595979255206778,True,
8,2,5,measure,24,128,0.36841647600158467,6.031793895999726,0.044593522992111355,22.60135436992331,True,
8,2,6,measure,24,128,0.3676028910012974,6.031397970000398,0.04459681164566221,22.599687703146916,True,
8,2,7,measure,24,128,0.3667522040013864,6.030924280999898,0.044599780133846544,22.598183505016003,True,
