np,rep,phase,requests,total_tokens,batch_wall_s,aggregate_tps,mean_request_tps,mean_ttft_s,p95_ttft_s,mean_itl_s,p95_itl_s,errors
9,0,measure,9,2304,3.0604018539888784,752.8423095800323,84.90587786584851,0.0426119088790276,0.04492559917271137,0.011823936327196218,0.011830629557553752,0
9,1,measure,9,2304,3.0629029539995827,752.2275549055198,84.79655142109075,0.03988596888828195,0.043585544021334494,0.011839181449252114,0.011848839556971821,0
9,2,measure,9,2304,3.0763819519779645,748.9317113301356,84.5009370259011,0.042730435004664793,0.04579275142168626,0.011880596996460532,0.01188171374337638,0
