np,rep,request,phase,prompt_tokens,tokens,ttft_s,wall_s,itl_s,request_tps,stop,error
8,-1,0,warmup,24,256,0.15441935596754774,3.1399665239732713,0.011708028109826367,85.74642623080783,True,
8,-1,1,warmup,24,256,0.15412629302591085,3.139746416010894,0.011708314207784247,85.7443309780665,True,
8,-1,2,warmup,24,256,0.1409788559540175,3.1269243029528297,0.011709589988230636,85.73498898223569,True,
8,-1,3,warmup,24,256,0.1535579749615863,3.139214960974641,0.011708458768678646,85.74327231804807,True,
8,-1,4,warmup,24,256,0.1532364470185712,3.1389858270413242,0.011708821098128444,85.74061899262594,True,
8,-1,5,warmup,24,256,0.1530921800294891,3.1385939980391413,0.011707850266704518,85.74772872544014,True,
8,-1,6,warmup,24,256,0.1528816419886425,3.1383289919467643,0.011707636666502439,85.74929315152418,True,
8,-1,7,warmup,24,256,0.1523328329785727,3.1379262229893357,0.011708209372591228,85.74509873197339,True,
8,0,0,measure,24,256,0.027844535012263805,3.0189168119686656,0.011729695203750595,85.58803542537447,True,
8,0,1,measure,24,256,0.04298841702984646,3.0313181200181134,0.011718940011718694,85.6665848296476,True,
8,0,2,measure,24,256,0.04286243696697056,3.03117457596818,0.011718871133338075,85.66708834023058,True,
8,0,3,measure,24,256,0.04262146801920608,3.0309248699923046,0.01171883687048274,85.66733880869322,True,
8,0,4,measure,24,256,0.042485698009841144,3.030665885016788,0.011718353674537045,85.6708712256129,True,
8,0,5,measure,24,256,0.04212861997075379,3.030368674953934,0.011718588450914431,85.66915485022537,True,
8,0,6,measure,24,256,0.04200549598317593,3.030243267014157,0.01171857949423914,85.66922032836652,True,
8,0,7,measure,24,256,0.04196806100662798,3.0301634279894643,0.01171841320385426,85.67043601920905,True,
8,1,0,measure,24,256,0.026586589985527098,3.013819832005538,0.011714640164784356,85.69802866377084,True,
8,1,1,measure,24,256,0.042430252011399716,3.025896498002112,0.011699867631336127,85.80623304990358,True,
8,1,2,measure,24,256,0.04210244200658053,3.0257368109887466,0.011700526937184964,85.80139800686489,True,
8,1,3,measure,24,256,0.04200571001274511,3.0254372160416096,0.011699731396191626,85.80723220314589,True,
8,1,4,measure,24,256,0.0417368559865281,3.02527675696183,0.011700156474412948,85.80411474179215,True,
8,1,5,measure,24,256,0.04154044605093077,3.0249768720241264,0.011699750690090964,85.80709069960923,True,
8,1,6,measure,24,256,0.040729466010816395,3.024190020048991,0.011699845309953626,85.80639675409779,True,
8,1,7,measure,24,256,0.04072563897352666,3.024215391022153,0.011699959811955398,85.80555700726522,True,
8,2,0,measure,24,256,0.04286558099556714,3.0320750429527834,0.011722390046891044,85.6413721614481,True,
8,2,1,measure,24,256,0.026728513999842107,3.0194254979724064,0.011736066603813978,85.54157048675894,True,
8,2,2,measure,24,256,0.04240569699322805,3.0317290449747816,0.011722836658751191,85.63810943130522,True,
8,2,3,measure,24,256,0.0421374449506402,3.0313399829901755,0.011722362894272687,85.64157053335612,True,
8,2,4,measure,24,256,0.04194748803274706,3.031204244005494,0.011722575513618615,85.64001720109651,True,
8,2,5,measure,24,256,0.04177080700173974,3.0310064500081353,0.01172249271767214,85.64062207639489,True,
8,2,6,measure,24,256,0.04162064898991957,3.030826382979285,0.011722375427409277,85.64147896851009,True,
8,2,7,measure,24,256,0.04131141502875835,3.0306836800300516,0.01172302849020115,85.63670807987819,True,
