prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.007774,97,104.981536,12,172.045477,289
code_cpp,1.879402,192,109.207314,18,172.301566,702
explain_concept,2.632531,192,76.567449,20,182.486747,743
summarize,2.451951,192,82.833528,28,237.278081,759
qa_factual,2.389273,192,85.193162,31,260.322632,787
stepwise_math,2.200103,192,95.015732,40,244.543620,559
