prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.362397,97,74.856307,12,221.754075,289
code_cpp,2.686146,192,74.358340,18,202.340404,703
explain_concept,2.684463,192,74.518425,20,213.636412,765
summarize,2.693282,192,74.513335,28,275.138306,779
qa_factual,2.696461,192,74.457998,31,303.101412,636
stepwise_math,2.737431,192,74.556447,40,274.806433,638
