# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T19:29:17Z	38000	16034000	2400	2400	manual
2	2026-07-18T19:29:19Z	38000	19024000	2400	2400	manual
4	2026-07-18T19:29:21Z	39000	18058000	2400	2400	manual
6	2026-07-18T19:29:23Z	39000	16092000	2400	2400	manual
8	2026-07-18T19:29:25Z	39000	16095000	2400	2400	manual
10	2026-07-18T19:29:27Z	39000	16089000	2400	2400	manual
12	2026-07-18T19:29:29Z	39000	17011000	2400	2400	manual
14	2026-07-18T19:29:31Z	39000	17018000	2400	2400	manual
16	2026-07-18T19:29:33Z	39000	17006000	2400	2400	manual
18	2026-07-18T19:29:35Z	40000	17008000	2400	2400	manual
20	2026-07-18T19:29:37Z	40000	17014000	2400	2400	manual
22	2026-07-18T19:29:39Z	40000	17002000	2400	2400	manual
24	2026-07-18T19:29:41Z	40000	17041000	2400	2400	manual
26	2026-07-18T19:29:43Z	41000	20092000	2400	2400	manual
28	2026-07-18T19:29:45Z	41000	21034000	2400	2400	manual
30	2026-07-18T19:29:47Z	42000	21058000	2400	2400	manual
32	2026-07-18T19:29:49Z	42000	22000000	2400	2400	manual
34	2026-07-18T19:29:51Z	42000	21075000	2400	2400	manual
36	2026-07-18T19:29:53Z	42000	21050000	2400	2400	manual
38	2026-07-18T19:29:55Z	43000	21054000	2400	2400	manual
40	2026-07-18T19:29:57Z	42000	21056000	2400	2400	manual
42	2026-07-18T19:29:59Z	43000	21049000	2400	2400	manual
44	2026-07-18T19:30:01Z	43000	21043000	2400	2400	manual
46	2026-07-18T19:30:03Z	43000	21057000	2400	2400	manual
48	2026-07-18T19:30:05Z	43000	21053000	2400	2400	manual
50	2026-07-18T19:30:07Z	43000	21046000	2400	2400	manual
52	2026-07-18T19:30:09Z	43000	21076000	2400	2400	manual
54	2026-07-18T19:30:11Z	65000	51045000	2400	2400	manual
56	2026-07-18T19:30:13Z	69000	90046000	2400	2400	manual
58	2026-07-18T19:30:15Z	70000	94064000	2400	2400	manual
60	2026-07-18T19:30:17Z	72000	96099000	2400	2400	manual
62	2026-07-18T19:30:20Z	73000	97087000	2400	2400	manual
65	2026-07-18T19:30:22Z	73000	98026000	2400	2400	manual
67	2026-07-18T19:30:24Z	75000	98080000	2400	2400	manual
69	2026-07-18T19:30:26Z	74000	98044000	2400	2400	manual
71	2026-07-18T19:30:28Z	75000	101046000	2400	2400	manual
73	2026-07-18T19:30:30Z	73000	99079000	2400	2400	manual
75	2026-07-18T19:30:32Z	75000	99000000	2400	2400	manual
77	2026-07-18T19:30:34Z	72000	98042000	2400	2400	manual
79	2026-07-18T19:30:36Z	73000	99006000	2400	2400	manual
81	2026-07-18T19:30:38Z	71000	98019000	2400	2400	manual
83	2026-07-18T19:30:40Z	70000	96055000	2400	2400	manual
85	2026-07-18T19:30:42Z	71000	96084000	2400	2400	manual
87	2026-07-18T19:30:44Z	70000	96014000	2400	2400	manual
89	2026-07-18T19:30:46Z	70000	96077000	2400	2400	manual
91	2026-07-18T19:30:48Z	69000	96019000	2400	2400	manual
