# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:49:09Z	39000	13053000	2400	2400	manual
1	2026-07-18T18:49:10Z	39000	17020000	2400	2400	manual
2	2026-07-18T18:49:11Z	39000	18087000	2400	2400	manual
3	2026-07-18T18:49:12Z	40000	19043000	2400	2400	manual
4	2026-07-18T18:49:13Z	39000	18071000	2400	2400	manual
5	2026-07-18T18:49:14Z	39000	17081000	2400	2400	manual
6	2026-07-18T18:49:15Z	39000	17001000	2400	2400	manual
7	2026-07-18T18:49:16Z	39000	16099000	2400	2400	manual
8	2026-07-18T18:49:17Z	39000	16080000	2400	2400	manual
9	2026-07-18T18:49:18Z	39000	17001000	2400	2400	manual
10	2026-07-18T18:49:19Z	39000	17003000	2400	2400	manual
11	2026-07-18T18:49:20Z	39000	17021000	2400	2400	manual
12	2026-07-18T18:49:21Z	39000	17028000	2400	2400	manual
13	2026-07-18T18:49:22Z	39000	17017000	2400	2400	manual
14	2026-07-18T18:49:23Z	39000	17010000	2400	2400	manual
15	2026-07-18T18:49:24Z	39000	17077000	2400	2400	manual
16	2026-07-18T18:49:25Z	39000	17067000	2400	2400	manual
17	2026-07-18T18:49:26Z	40000	19098000	2400	2400	manual
18	2026-07-18T18:49:27Z	39000	20084000	2400	2400	manual
19	2026-07-18T18:49:28Z	39000	21026000	2400	2400	manual
20	2026-07-18T18:49:29Z	39000	21041000	2400	2400	manual
21	2026-07-18T18:49:30Z	40000	21031000	2400	2400	manual
22	2026-07-18T18:49:31Z	39000	21024000	2400	2400	manual
23	2026-07-18T18:49:32Z	39000	21023000	2400	2400	manual
24	2026-07-18T18:49:33Z	39000	21041000	2400	2400	manual
25	2026-07-18T18:49:34Z	39000	21041000	2400	2400	manual
26	2026-07-18T18:49:35Z	39000	21044000	2400	2400	manual
27	2026-07-18T18:49:36Z	39000	21041000	2400	2400	manual
28	2026-07-18T18:49:37Z	39000	22018000	2400	2400	manual
29	2026-07-18T18:49:38Z	39000	21066000	2400	2400	manual
30	2026-07-18T18:49:39Z	39000	21045000	2400	2400	manual
31	2026-07-18T18:49:40Z	39000	21026000	2400	2400	manual
32	2026-07-18T18:49:41Z	39000	21017000	2400	2400	manual
33	2026-07-18T18:49:42Z	39000	21011000	2400	2400	manual
34	2026-07-18T18:49:43Z	40000	21005000	2400	2400	manual
35	2026-07-18T18:49:44Z	40000	21019000	2400	2400	manual
36	2026-07-18T18:49:45Z	39000	21036000	2400	2400	manual
37	2026-07-18T18:49:46Z	40000	21030000	2400	2400	manual
38	2026-07-18T18:49:47Z	39000	21029000	2400	2400	manual
39	2026-07-18T18:49:48Z	40000	21031000	2400	2400	manual
40	2026-07-18T18:49:49Z	40000	21033000	2400	2400	manual
41	2026-07-18T18:49:50Z	39000	21041000	2400	2400	manual
42	2026-07-18T18:49:51Z	40000	21048000	2400	2400	manual
43	2026-07-18T18:49:52Z	40000	21040000	2400	2400	manual
44	2026-07-18T18:49:53Z	40000	21028000	2400	2400	manual
45	2026-07-18T18:49:54Z	40000	21021000	2400	2400	manual
46	2026-07-18T18:49:55Z	40000	21041000	2400	2400	manual
47	2026-07-18T18:49:56Z	39000	19015000	2400	2400	manual
48	2026-07-18T18:49:57Z	60000	40049000	2400	2400	manual
49	2026-07-18T18:49:58Z	63000	75049000	2400	2400	manual
50	2026-07-18T18:49:59Z	64000	88057000	2400	2400	manual
51	2026-07-18T18:50:00Z	65000	93037000	2400	2400	manual
52	2026-07-18T18:50:01Z	66000	93064000	2400	2400	manual
53	2026-07-18T18:50:02Z	67000	95051000	2400	2400	manual
54	2026-07-18T18:50:03Z	67000	95089000	2400	2400	manual
55	2026-07-18T18:50:04Z	68000	95096000	2400	2400	manual
56	2026-07-18T18:50:05Z	70000	96018000	2400	2400	manual
57	2026-07-18T18:50:06Z	70000	96070000	2400	2400	manual
58	2026-07-18T18:50:07Z	70000	96057000	2400	2400	manual
59	2026-07-18T18:50:08Z	71000	96066000	2400	2400	manual
60	2026-07-18T18:50:09Z	70000	96063000	2400	2400	manual
61	2026-07-18T18:50:10Z	71000	96072000	2400	2400	manual
62	2026-07-18T18:50:12Z	70000	97014000	2400	2400	manual
64	2026-07-18T18:50:13Z	72000	96097000	2400	2400	manual
65	2026-07-18T18:50:14Z	71000	96051000	2400	2400	manual
66	2026-07-18T18:50:15Z	72000	96067000	2400	2400	manual
67	2026-07-18T18:50:16Z	70000	97015000	2400	2400	manual
68	2026-07-18T18:50:17Z	72000	97041000	2400	2400	manual
69	2026-07-18T18:50:18Z	71000	97059000	2400	2400	manual
70	2026-07-18T18:50:19Z	73000	98001000	2400	2400	manual
71	2026-07-18T18:50:20Z	71000	97046000	2400	2400	manual
72	2026-07-18T18:50:21Z	73000	97026000	2400	2400	manual
73	2026-07-18T18:50:22Z	71000	97008000	2400	2400	manual
74	2026-07-18T18:50:23Z	73000	97054000	2400	2400	manual
75	2026-07-18T18:50:24Z	72000	98001000	2400	2400	manual
76	2026-07-18T18:50:25Z	73000	97046000	2400	2400	manual
77	2026-07-18T18:50:26Z	71000	97011000	2400	2400	manual
78	2026-07-18T18:50:27Z	73000	97072000	2400	2400	manual
79	2026-07-18T18:50:28Z	71000	98010000	2400	2400	manual
80	2026-07-18T18:50:29Z	72000	97041000	2400	2400	manual
81	2026-07-18T18:50:30Z	71000	96088000	2400	2400	manual
82	2026-07-18T18:50:31Z	71000	97002000	2400	2400	manual
83	2026-07-18T18:50:32Z	71000	97022000	2400	2400	manual
84	2026-07-18T18:50:33Z	71000	97018000	2400	2400	manual
85	2026-07-18T18:50:34Z	71000	96084000	2400	2400	manual
86	2026-07-18T18:50:35Z	71000	97004000	2400	2400	manual
87	2026-07-18T18:50:36Z	71000	98060000	2400	2400	manual
88	2026-07-18T18:50:37Z	70000	97041000	2400	2400	manual
89	2026-07-18T18:50:38Z	69000	96087000	2400	2400	manual
90	2026-07-18T18:50:39Z	70000	96099000	2400	2400	manual
91	2026-07-18T18:50:40Z	69000	97001000	2400	2400	manual
92	2026-07-18T18:50:41Z	70000	96045000	2400	2400	manual
93	2026-07-18T18:50:42Z	49000	82063000	2400	2400	manual
94	2026-07-18T18:50:43Z	61000	76023000	2400	2400	manual
95	2026-07-18T18:50:44Z	61000	75011000	2400	2400	manual
96	2026-07-18T18:50:45Z	61000	75000000	2400	2400	manual
97	2026-07-18T18:50:46Z	60000	75031000	2400	2400	manual
98	2026-07-18T18:50:47Z	60000	74094000	2400	2400	manual
99	2026-07-18T18:50:48Z	61000	74048000	2400	2400	manual
100	2026-07-18T18:50:49Z	59000	74057000	2400	2400	manual
101	2026-07-18T18:50:50Z	60000	74073000	2400	2400	manual
102	2026-07-18T18:50:51Z	59000	74031000	2400	2400	manual
103	2026-07-18T18:50:52Z	61000	77093000	2400	2400	manual
104	2026-07-18T18:50:53Z	60000	76005000	2400	2400	manual
105	2026-07-18T18:50:54Z	59000	75065000	2400	2400	manual
106	2026-07-18T18:50:55Z	60000	75071000	2400	2400	manual
107	2026-07-18T18:50:56Z	59000	75003000	2400	2400	manual
108	2026-07-18T18:50:57Z	59000	74059000	2400	2400	manual
109	2026-07-18T18:50:58Z	59000	74066000	2400	2400	manual
110	2026-07-18T18:50:59Z	59000	74047000	2400	2400	manual
111	2026-07-18T18:51:00Z	59000	74022000	2400	2400	manual
112	2026-07-18T18:51:01Z	59000	74030000	2400	2400	manual
113	2026-07-18T18:51:02Z	60000	74067000	2400	2400	manual
114	2026-07-18T18:51:03Z	59000	74088000	2400	2400	manual
115	2026-07-18T18:51:04Z	60000	74077000	2400	2400	manual
116	2026-07-18T18:51:05Z	59000	74071000	2400	2400	manual
117	2026-07-18T18:51:06Z	60000	74069000	2400	2400	manual
118	2026-07-18T18:51:07Z	59000	74042000	2400	2400	manual
119	2026-07-18T18:51:09Z	59000	74031000	2400	2400	manual
121	2026-07-18T18:51:10Z	59000	75001000	2400	2400	manual
122	2026-07-18T18:51:11Z	59000	74047000	2400	2400	manual
123	2026-07-18T18:51:12Z	59000	74077000	2400	2400	manual
124	2026-07-18T18:51:13Z	60000	74070000	2400	2400	manual
125	2026-07-18T18:51:14Z	59000	75013000	2400	2400	manual
126	2026-07-18T18:51:15Z	59000	74097000	2400	2400	manual
127	2026-07-18T18:51:16Z	58000	74090000	2400	2400	manual
128	2026-07-18T18:51:17Z	60000	74059000	2400	2400	manual
129	2026-07-18T18:51:18Z	60000	74083000	2400	2400	manual
130	2026-07-18T18:51:19Z	60000	75000000	2400	2400	manual
131	2026-07-18T18:51:20Z	59000	74086000	2400	2400	manual
132	2026-07-18T18:51:21Z	59000	74093000	2400	2400	manual
133	2026-07-18T18:51:22Z	59000	74095000	2400	2400	manual
134	2026-07-18T18:51:23Z	59000	74091000	2400	2400	manual
135	2026-07-18T18:51:24Z	58000	74061000	2400	2400	manual
