# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T20:32:40Z	42000	16046000	2412	2600	manual
2	2026-07-18T20:32:42Z	42000	19066000	2575	2600	manual
4	2026-07-18T20:32:44Z	42000	20020000	2597	2600	manual
6	2026-07-18T20:32:46Z	43000	21055000	2600	2600	manual
8	2026-07-18T20:32:48Z	43000	21075000	2600	2600	manual
10	2026-07-18T20:32:50Z	43000	21087000	2600	2600	manual
12	2026-07-18T20:32:52Z	42000	21083000	2600	2600	manual
14	2026-07-18T20:32:54Z	43000	21089000	2600	2600	manual
16	2026-07-18T20:32:56Z	43000	21079000	2600	2600	manual
18	2026-07-18T20:32:58Z	43000	22014000	2600	2600	manual
20	2026-07-18T20:33:00Z	43000	21096000	2600	2600	manual
22	2026-07-18T20:33:02Z	42000	21077000	2600	2600	manual
24	2026-07-18T20:33:04Z	43000	21096000	2600	2600	manual
26	2026-07-18T20:33:06Z	43000	21084000	2600	2600	manual
28	2026-07-18T20:33:08Z	42000	21089000	2600	2600	manual
30	2026-07-18T20:33:10Z	43000	21094000	2600	2600	manual
32	2026-07-18T20:33:12Z	43000	22006000	2600	2600	manual
34	2026-07-18T20:33:14Z	43000	22006000	2600	2600	manual
36	2026-07-18T20:33:16Z	43000	21087000	2600	2600	manual
38	2026-07-18T20:33:18Z	42000	21048000	2600	2600	manual
40	2026-07-18T20:33:20Z	63000	94054000	2600	2600	manual
42	2026-07-18T20:33:22Z	65000	113005000	2600	2600	manual
44	2026-07-18T20:33:24Z	66000	115017000	2600	2600	manual
46	2026-07-18T20:33:26Z	68000	116021000	2600	2600	manual
48	2026-07-18T20:33:28Z	68000	116031000	2600	2600	manual
50	2026-07-18T20:33:30Z	69000	116006000	2600	2600	manual
52	2026-07-18T20:33:32Z	69000	116054000	2600	2600	manual
54	2026-07-18T20:33:34Z	70000	116026000	2600	2600	manual
56	2026-07-18T20:33:36Z	70000	117009000	2600	2600	manual
58	2026-07-18T20:33:38Z	71000	117002000	2600	2600	manual
60	2026-07-18T20:33:40Z	71000	117077000	2600	2600	manual
62	2026-07-18T20:33:42Z	72000	117042000	2600	2600	manual
64	2026-07-18T20:33:44Z	71000	117096000	2600	2600	manual
66	2026-07-18T20:33:46Z	72000	117099000	2600	2600	manual
68	2026-07-18T20:33:48Z	72000	118011000	2600	2600	manual
70	2026-07-18T20:33:50Z	72000	117081000	2600	2600	manual
72	2026-07-18T20:33:52Z	72000	117085000	2600	2600	manual
74	2026-07-18T20:33:54Z	72000	118023000	2600	2600	manual
76	2026-07-18T20:33:56Z	73000	118075000	2600	2600	manual
78	2026-07-18T20:33:58Z	73000	118004000	2600	2600	manual
80	2026-07-18T20:34:00Z	72000	118026000	2600	2600	manual
82	2026-07-18T20:34:02Z	72000	118032000	2600	2600	manual
84	2026-07-18T20:34:04Z	71000	118028000	2600	2600	manual
86	2026-07-18T20:34:06Z	71000	118020000	2600	2600	manual
88	2026-07-18T20:34:08Z	71000	117032000	2600	2600	manual
90	2026-07-18T20:34:10Z	71000	117023000	2600	2600	manual
92	2026-07-18T20:34:12Z	71000	116072000	2600	2600	manual
94	2026-07-18T20:34:14Z	71000	117007000	2600	2600	manual
97	2026-07-18T20:34:17Z	71000	116095000	2600	2600	manual
99	2026-07-18T20:34:19Z	71000	117036000	2600	2600	manual
101	2026-07-18T20:34:21Z	71000	117015000	2600	2600	manual
103	2026-07-18T20:34:23Z	71000	117008000	2600	2600	manual
105	2026-07-18T20:34:25Z	70000	117029000	2600	2600	manual
107	2026-07-18T20:34:27Z	70000	116067000	2600	2600	manual
109	2026-07-18T20:34:29Z	70000	116095000	2600	2600	manual
111	2026-07-18T20:34:31Z	70000	116086000	2600	2600	manual
113	2026-07-18T20:34:33Z	70000	116077000	2600	2600	manual
115	2026-07-18T20:34:35Z	70000	116085000	2600	2600	manual
