repeat,text_sha256,predicted_tokens,predicted_tps
1,0da122982b766888dc3feb2a029b125b0fe552e951e969931de169b614057cbe,126,59.808782777348995
2,2da38729684983f68ea5ef95053d2d5cfb70ca817899f96ab519121e7835598e,108,61.647635813166566
3,2a37bb5c0d488b8999c71f700040beb7e4f5f2d6b2bdb9972f7991ea45e903ec,128,61.45372630430733
