repeat,text_sha256,predicted_tokens,predicted_tps
1,ae8c2b90f2b741d82644cd8b2d06b980fe6f874b295fd1cab053629f3a30ea9a,128,50.34547616397364
2,ae8c2b90f2b741d82644cd8b2d06b980fe6f874b295fd1cab053629f3a30ea9a,128,50.72372451628192
3,ae8c2b90f2b741d82644cd8b2d06b980fe6f874b295fd1cab053629f3a30ea9a,128,51.02750661663313
