repeat,text_sha256,predicted_tokens,predicted_tps
1,54ab80b44ad0581b8ad80d5bf2b22179f734da864cf452d7ee5fdaa908b27782,17,51.092784496645905
2,54ab80b44ad0581b8ad80d5bf2b22179f734da864cf452d7ee5fdaa908b27782,17,51.87022679493869
3,54ab80b44ad0581b8ad80d5bf2b22179f734da864cf452d7ee5fdaa908b27782,17,51.850767391357394
