mode,draft_n_max,ubatch,poll,prompts,mean_predicted_per_second,min_predicted_per_second,max_predicted_per_second,mean_prompt_per_second,mean_acceptance,total_predicted_tokens
mtp_t3_only_repeat,3,512,50,6,107.417049,91.296018,124.711766,248.391846,0.68167,1152
