build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c1d0e7a","1","AMD RYZEN AI MAX+ 395 w/ Radeon 8060S","Radeon 8060S Graphics (RADV STRIX_HALO)","Vulkan","/home/james-matheson/models/gemma-4-26b/gemma-4-26B-A4B-it-UD-Q4_K_M.gguf","gemma4 26B.A4B Q4_K - Medium","16931716216","25233142046","512","512","16","0x0","0","50","f16","f16","999","0","layer","0","0","1","auto","0.00","none","none","0","0","0","0","0","512","0","0","2026-08-26T06:31:51Z","433193976","3085697","1181.976054","8.497062"
"c1d0e7a","1","AMD RYZEN AI MAX+ 395 w/ Radeon 8060S","Radeon 8060S Graphics (RADV STRIX_HALO)","Vulkan","/home/james-matheson/models/gemma-4-26b/gemma-4-26B-A4B-it-UD-Q4_K_M.gguf","gemma4 26B.A4B Q4_K - Medium","16931716216","25233142046","512","512","16","0x0","0","50","f16","f16","999","0","layer","0","0","1","auto","0.00","none","none","0","0","0","0","0","0","128","0","2026-08-26T06:32:00Z","2363621001","4273263","54.154367","0.098134"
