# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:54:31Z	38000	13032000	2600	2600	manual
1	2026-07-18T18:54:32Z	38000	17049000	2600	2600	manual
2	2026-07-18T18:54:33Z	38000	19018000	2600	2600	manual
3	2026-07-18T18:54:34Z	38000	19079000	2600	2600	manual
4	2026-07-18T18:54:35Z	39000	19095000	2600	2600	manual
5	2026-07-18T18:54:36Z	39000	20051000	2600	2600	manual
6	2026-07-18T18:54:37Z	39000	20078000	2600	2600	manual
7	2026-07-18T18:54:39Z	39000	20079000	2600	2600	manual
9	2026-07-18T18:54:40Z	40000	20077000	2600	2600	manual
10	2026-07-18T18:54:41Z	40000	20081000	2600	2600	manual
11	2026-07-18T18:54:42Z	39000	20081000	2600	2600	manual
12	2026-07-18T18:54:43Z	40000	20078000	2600	2600	manual
13	2026-07-18T18:54:44Z	40000	20075000	2600	2600	manual
14	2026-07-18T18:54:45Z	40000	20098000	2600	2600	manual
15	2026-07-18T18:54:46Z	40000	20091000	2600	2600	manual
16	2026-07-18T18:54:47Z	40000	20088000	2600	2600	manual
17	2026-07-18T18:54:48Z	40000	20091000	2600	2600	manual
18	2026-07-18T18:54:49Z	40000	21003000	2600	2600	manual
19	2026-07-18T18:54:50Z	40000	21034000	2600	2600	manual
20	2026-07-18T18:54:51Z	40000	21038000	2600	2600	manual
21	2026-07-18T18:54:52Z	40000	21015000	2600	2600	manual
22	2026-07-18T18:54:53Z	41000	21009000	2600	2600	manual
23	2026-07-18T18:54:54Z	41000	21006000	2600	2600	manual
24	2026-07-18T18:54:55Z	41000	21005000	2600	2600	manual
25	2026-07-18T18:54:56Z	41000	20094000	2600	2600	manual
26	2026-07-18T18:54:57Z	41000	21012000	2600	2600	manual
27	2026-07-18T18:54:58Z	41000	21006000	2600	2600	manual
28	2026-07-18T18:54:59Z	42000	21004000	2600	2600	manual
29	2026-07-18T18:55:00Z	42000	20096000	2600	2600	manual
30	2026-07-18T18:55:01Z	41000	21007000	2600	2600	manual
31	2026-07-18T18:55:02Z	42000	20094000	2600	2600	manual
32	2026-07-18T18:55:03Z	41000	21003000	2600	2600	manual
33	2026-07-18T18:55:04Z	41000	21007000	2600	2600	manual
34	2026-07-18T18:55:05Z	42000	20097000	2600	2600	manual
35	2026-07-18T18:55:06Z	41000	20099000	2600	2600	manual
36	2026-07-18T18:55:07Z	42000	20087000	2600	2600	manual
37	2026-07-18T18:55:08Z	42000	20087000	2600	2600	manual
38	2026-07-18T18:55:09Z	42000	20086000	2600	2600	manual
39	2026-07-18T18:55:10Z	42000	20057000	2600	2600	manual
40	2026-07-18T18:55:11Z	67000	60097000	2600	2600	manual
