np,rep,phase,requests,total_tokens,batch_wall_s,aggregate_tps,mean_request_tps,mean_ttft_s,p95_ttft_s,mean_itl_s,p95_itl_s,errors
4,0,measure,4,512,3.626522662998468,141.1820764899536,37.38659081168786,0.20169262649960729,0.20238775335037643,0.026958168576781225,0.026959616570088905,0
4,1,measure,4,512,3.6204831119976006,141.41759101246134,37.44538917286076,0.20122254674970463,0.20145187274883938,0.02691583766535923,0.026916651258668607,0
4,2,measure,4,512,3.834838953000144,133.51277753122915,36.061995587370646,0.2711849267489015,0.3018798721488565,0.027948820271662917,0.028013731479930314,0
4,3,measure,4,512,3.625072999002441,141.23853509733286,37.39267436166525,0.2009148589995675,0.20112725885101101,0.02695378263582624,0.02695489677952587,0
4,4,measure,4,512,3.8421074799989583,133.26019708333064,35.999243566975686,0.27203162825117033,0.3028753000518918,0.02799755072440556,0.02806328144369912,0
