combo,draft_n_max,ubatch,poll,prompt_id,wall_s,prompt_tokens,predicted_n,prompt_per_second,predicted_per_second,draft_n,draft_n_accepted,acceptance,content_chars
draft2_ub1024_poll100,2,1024,100,code_python,1.699202454998158,13,192,160.926939169617,119.57617718698287,135,122,0.9037037037037037,948
draft2_ub1024_poll100,2,1024,100,code_cpp,1.7324307230010163,19,192,221.60535585154776,116.6873199171277,138,121,0.8768115942028986,756
draft2_ub1024_poll100,2,1024,100,explain_concept,2.109466327005066,19,192,223.17495742056732,94.89823153191446,177,102,0.576271186440678,860
draft2_ub1024_poll100,2,1024,100,summarize,1.9792124170053285,30,192,309.49212342545883,102.07059776688669,163,109,0.6687116564417178,782
draft2_ub1024_poll100,2,1024,100,qa_factual,2.1504594040015945,31,192,319.8679255017283,93.55330053120734,178,101,0.5674157303370787,623
draft2_ub1024_poll100,2,1024,100,stepwise_math,1.8153346740000416,41,192,279.09003035954964,115.15651689921886,142,119,0.8380281690140845,565
