combo,draft_n_max,ubatch,poll,prompt_id,wall_s,prompt_tokens,predicted_n,prompt_per_second,predicted_per_second,draft_n,draft_n_accepted,acceptance,content_chars
draft3_ub1024_poll100,3,1024,100,code_python,1.6155974610010162,13,192,159.08951844826532,126.22452581981844,161,137,0.8509316770186336,897
draft3_ub1024_poll100,3,1024,100,code_cpp,1.593772189997253,19,192,221.21833084947838,127.4389288758028,159,137,0.8616352201257862,756
draft3_ub1024_poll100,3,1024,100,explain_concept,2.143707708994043,19,192,223.8955468354132,93.31169020518851,225,115,0.5111111111111111,860
draft3_ub1024_poll100,3,1024,100,summarize,2.038805588003015,30,192,307.20078643401325,98.96703160759571,212,120,0.5660377358490566,776
draft3_ub1024_poll100,3,1024,100,qa_factual,2.1244778919935925,31,192,322.38942562683945,94.7114039929736,222,116,0.5225225225225225,623
draft3_ub1024_poll100,3,1024,100,stepwise_math,1.7612390129943378,41,192,276.3436366822587,119.13530109275615,171,133,0.7777777777777778,582
