unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1784170021,49000,30021000,2900000000,0
1784170022,52000,44099000,2900000000,11
1784170023,50000,53085000,2900000000,23
1784170024,65000,90067000,2900000000,52
1784170025,66000,125068000,2900000000,81
1784170026,75000,139007000,2900000000,91
1784170027,69000,123023000,2900000000,83
1784170028,70000,121027000,2900000000,93
1784170029,70000,121005000,2900000000,96
1784170030,70000,120028000,2900000000,98
1784170031,70000,119073000,2900000000,97
1784170032,79000,139052000,2900000000,99
1784170033,77000,147017000,2900000000,99
1784170034,78000,149046000,2900000000,100
1784170035,73000,138024000,2900000000,98
1784170036,73000,130089000,2900000000,98
1784170037,73000,127089000,2900000000,98
1784170038,73000,126088000,2900000000,98
1784170039,75000,126064000,2900000000,98
1784170040,74000,127025000,2900000000,98
1784170041,75000,127071000,2900000000,98
1784170042,74000,127030000,2900000000,98
