# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:51:45Z	41000	12091000	2500	2500	manual
1	2026-07-18T18:51:46Z	42000	17033000	2500	2500	manual
2	2026-07-18T18:51:48Z	42000	19005000	2500	2500	manual
4	2026-07-18T18:51:49Z	42000	19063000	2500	2500	manual
5	2026-07-18T18:51:50Z	42000	19098000	2500	2500	manual
6	2026-07-18T18:51:51Z	42000	21009000	2500	2500	manual
7	2026-07-18T18:51:52Z	42000	21028000	2500	2500	manual
8	2026-07-18T18:51:53Z	42000	21051000	2500	2500	manual
9	2026-07-18T18:51:54Z	42000	21037000	2500	2500	manual
10	2026-07-18T18:51:55Z	42000	21060000	2500	2500	manual
11	2026-07-18T18:51:56Z	42000	21073000	2500	2500	manual
12	2026-07-18T18:51:57Z	42000	21072000	2500	2500	manual
13	2026-07-18T18:51:58Z	42000	21058000	2500	2500	manual
14	2026-07-18T18:51:59Z	42000	21061000	2500	2500	manual
15	2026-07-18T18:52:00Z	42000	22039000	2500	2500	manual
16	2026-07-18T18:52:01Z	42000	21083000	2500	2500	manual
17	2026-07-18T18:52:02Z	42000	21069000	2500	2500	manual
18	2026-07-18T18:52:03Z	42000	21060000	2500	2500	manual
19	2026-07-18T18:52:04Z	42000	21096000	2500	2500	manual
20	2026-07-18T18:52:05Z	42000	21077000	2500	2500	manual
21	2026-07-18T18:52:06Z	42000	21064000	2500	2500	manual
22	2026-07-18T18:52:07Z	42000	21054000	2500	2500	manual
23	2026-07-18T18:52:08Z	42000	21047000	2500	2500	manual
24	2026-07-18T18:52:09Z	42000	21058000	2500	2500	manual
25	2026-07-18T18:52:10Z	42000	21065000	2500	2500	manual
26	2026-07-18T18:52:11Z	41000	21058000	2500	2500	manual
27	2026-07-18T18:52:12Z	42000	21058000	2500	2500	manual
28	2026-07-18T18:52:13Z	42000	21050000	2500	2500	manual
29	2026-07-18T18:52:14Z	42000	21051000	2500	2500	manual
30	2026-07-18T18:52:15Z	42000	21056000	2500	2500	manual
31	2026-07-18T18:52:16Z	42000	21058000	2500	2500	manual
32	2026-07-18T18:52:17Z	42000	21068000	2500	2500	manual
33	2026-07-18T18:52:18Z	42000	21053000	2500	2500	manual
34	2026-07-18T18:52:19Z	42000	21038000	2500	2500	manual
35	2026-07-18T18:52:20Z	41000	21047000	2500	2500	manual
36	2026-07-18T18:52:21Z	42000	21049000	2500	2500	manual
37	2026-07-18T18:52:22Z	42000	21043000	2500	2500	manual
38	2026-07-18T18:52:23Z	42000	21048000	2500	2500	manual
39	2026-07-18T18:52:24Z	41000	20040000	2500	2500	manual
40	2026-07-18T18:52:25Z	60000	68049000	2500	2500	manual
41	2026-07-18T18:52:26Z	61000	92082000	2500	2500	manual
42	2026-07-18T18:52:27Z	62000	100090000	2500	2500	manual
43	2026-07-18T18:52:28Z	62000	104063000	2500	2500	manual
44	2026-07-18T18:52:29Z	63000	104004000	2500	2500	manual
45	2026-07-18T18:52:30Z	63000	105083000	2500	2500	manual
46	2026-07-18T18:52:31Z	64000	105016000	2500	2500	manual
47	2026-07-18T18:52:32Z	64000	105012000	2500	2500	manual
48	2026-07-18T18:52:33Z	64000	104093000	2500	2500	manual
49	2026-07-18T18:52:34Z	64000	105069000	2500	2500	manual
50	2026-07-18T18:52:35Z	65000	105031000	2500	2500	manual
51	2026-07-18T18:52:36Z	65000	105049000	2500	2500	manual
52	2026-07-18T18:52:37Z	66000	105049000	2500	2500	manual
53	2026-07-18T18:52:38Z	66000	105042000	2500	2500	manual
54	2026-07-18T18:52:39Z	66000	105002000	2500	2500	manual
55	2026-07-18T18:52:40Z	66000	104065000	2500	2500	manual
56	2026-07-18T18:52:41Z	66000	105002000	2500	2500	manual
57	2026-07-18T18:52:42Z	68000	105034000	2500	2500	manual
58	2026-07-18T18:52:43Z	67000	105028000	2500	2500	manual
59	2026-07-18T18:52:44Z	67000	104058000	2500	2500	manual
60	2026-07-18T18:52:45Z	68000	105003000	2500	2500	manual
61	2026-07-18T18:52:46Z	67000	105004000	2500	2500	manual
