prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.119649,192,94.612088,12,158.109016,774
code_cpp,2.664755,192,75.553875,18,158.718962,829
explain_concept,2.417254,192,83.823541,20,171.098108,812
summarize,2.871222,192,70.247355,28,217.462216,780
qa_factual,2.542769,192,79.891780,31,238.523922,759
stepwise_math,2.107720,192,100.011512,40,227.903346,564
