prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.238835,192,89.276083,12,166.073875,774
code_cpp,2.400112,192,84.137054,18,166.680557,829
explain_concept,2.365831,192,85.550518,20,178.351674,789
summarize,2.472341,192,82.078782,28,226.211443,779
qa_factual,2.423654,192,83.963387,31,248.810126,776
stepwise_math,2.185989,192,95.883262,40,233.789613,564
