prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.237954,192,89.603017,12,148.735746,774
code_cpp,2.705516,192,74.333409,18,159.927500,829
explain_concept,2.412759,192,83.980097,20,171.022028,812
summarize,2.867243,192,70.315839,28,219.825082,780
qa_factual,2.545983,192,79.796386,31,238.045874,759
stepwise_math,2.093587,192,100.740442,40,228.090483,564
