prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.204237,192,90.942979,12,153.229308,774
code_cpp,2.666624,192,75.500100,18,158.649015,829
explain_concept,2.421645,192,83.639066,20,171.948347,812
summarize,2.863943,192,70.430776,28,218.316778,780
qa_factual,2.529445,192,80.319403,31,239.967798,759
stepwise_math,2.100826,192,100.368121,40,227.580478,564
