prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.129622,192,94.367350,12,170.910955,774
code_cpp,2.690065,192,75.166305,18,157.458274,829
explain_concept,2.467873,192,82.686448,20,169.984191,812
summarize,2.921931,192,70.134168,28,175.232183,780
qa_factual,2.578541,192,79.359503,31,237.584304,759
stepwise_math,2.132952,192,99.184210,40,224.412740,564
