prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.137112,192,93.254087,12,184.689260,774
code_cpp,2.417451,192,83.885837,18,151.987233,829
explain_concept,2.355276,192,85.959154,20,178.262652,789
summarize,2.470229,192,82.178413,28,225.548163,779
qa_factual,2.412053,192,84.246701,31,250.280556,776
stepwise_math,2.201238,192,95.680904,40,220.036526,564
