prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.722059,192,72.546237,12,194.938107,774
code_cpp,2.693300,192,74.383518,18,174.933914,829
explain_concept,2.679801,192,74.560993,20,208.753014,789
summarize,2.694024,192,74.415028,28,266.129339,779
qa_factual,2.697533,192,74.339281,31,292.706878,776
stepwise_math,2.765866,192,74.544927,40,220.485288,564
