prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,3.350607,192,60.055101,12,86.961563,810
code_cpp,2.677008,192,76.459115,18,115.473441,709
explain_concept,3.324960,192,60.136924,20,163.595167,790
summarize,2.982410,192,67.592758,28,211.909303,713
qa_factual,3.382555,192,59.285187,31,232.481401,613
stepwise_math,2.873825,192,72.755714,40,177.863943,564
