prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,2.365561,192,84.173645,12,168.390329,774
code_cpp,2.813225,192,71.453266,18,155.161713,829
explain_concept,2.522961,192,80.221378,20,169.230509,789
summarize,2.770425,192,73.008383,28,216.284692,779
qa_factual,2.697935,192,75.119428,31,237.360551,776
stepwise_math,2.134265,192,98.990809,40,219.465492,564
