# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T18:46:28Z	40000	12021000	2200	2200	manual
1	2026-07-18T18:46:29Z	40000	16088000	2200	2200	manual
2	2026-07-18T18:46:30Z	41000	18073000	2200	2200	manual
3	2026-07-18T18:46:31Z	41000	19045000	2200	2200	manual
4	2026-07-18T18:46:32Z	42000	19092000	2200	2200	manual
5	2026-07-18T18:46:33Z	42000	20054000	2200	2200	manual
6	2026-07-18T18:46:34Z	42000	20075000	2200	2200	manual
7	2026-07-18T18:46:35Z	42000	20075000	2200	2200	manual
8	2026-07-18T18:46:36Z	42000	20076000	2200	2200	manual
9	2026-07-18T18:46:37Z	42000	20081000	2200	2200	manual
10	2026-07-18T18:46:38Z	42000	20086000	2200	2200	manual
11	2026-07-18T18:46:39Z	42000	20093000	2200	2200	manual
12	2026-07-18T18:46:40Z	42000	20088000	2200	2200	manual
13	2026-07-18T18:46:41Z	43000	20091000	2200	2200	manual
14	2026-07-18T18:46:42Z	43000	20092000	2200	2200	manual
15	2026-07-18T18:46:43Z	43000	20092000	2200	2200	manual
16	2026-07-18T18:46:44Z	43000	20088000	2200	2200	manual
17	2026-07-18T18:46:45Z	43000	20084000	2200	2200	manual
18	2026-07-18T18:46:46Z	43000	20084000	2200	2200	manual
19	2026-07-18T18:46:47Z	43000	20082000	2200	2200	manual
20	2026-07-18T18:46:48Z	43000	20086000	2200	2200	manual
21	2026-07-18T18:46:49Z	43000	20084000	2200	2200	manual
22	2026-07-18T18:46:50Z	43000	21017000	2200	2200	manual
23	2026-07-18T18:46:51Z	43000	21006000	2200	2200	manual
24	2026-07-18T18:46:52Z	43000	20098000	2200	2200	manual
25	2026-07-18T18:46:53Z	44000	20095000	2200	2200	manual
26	2026-07-18T18:46:54Z	44000	20093000	2200	2200	manual
27	2026-07-18T18:46:55Z	44000	21002000	2200	2200	manual
28	2026-07-18T18:46:56Z	44000	20099000	2200	2200	manual
