# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T20:32:40Z	39000	16093000	2410	2600	manual
2	2026-07-18T20:32:42Z	40000	19067000	2575	2600	manual
4	2026-07-18T20:32:44Z	41000	20014000	2597	2600	manual
6	2026-07-18T20:32:46Z	41000	21008000	2600	2600	manual
8	2026-07-18T20:32:48Z	41000	21010000	2600	2600	manual
10	2026-07-18T20:32:50Z	41000	21002000	2600	2600	manual
12	2026-07-18T20:32:52Z	41000	20089000	2600	2600	manual
14	2026-07-18T20:32:54Z	41000	20084000	2600	2600	manual
16	2026-07-18T20:32:56Z	42000	20079000	2600	2600	manual
18	2026-07-18T20:32:58Z	42000	20097000	2600	2600	manual
20	2026-07-18T20:33:00Z	42000	20099000	2600	2600	manual
22	2026-07-18T20:33:02Z	42000	20086000	2600	2600	manual
24	2026-07-18T20:33:04Z	43000	20091000	2600	2600	manual
26	2026-07-18T20:33:06Z	43000	20083000	2600	2600	manual
28	2026-07-18T20:33:08Z	43000	21000000	2600	2600	manual
30	2026-07-18T20:33:10Z	43000	20096000	2600	2600	manual
32	2026-07-18T20:33:12Z	43000	21000000	2600	2600	manual
34	2026-07-18T20:33:14Z	43000	20091000	2600	2600	manual
36	2026-07-18T20:33:16Z	43000	20090000	2600	2600	manual
38	2026-07-18T20:33:18Z	43000	21003000	2600	2600	manual
40	2026-07-18T20:33:20Z	70000	82029000	2600	2600	manual
42	2026-07-18T20:33:22Z	73000	118056000	2600	2600	manual
44	2026-07-18T20:33:24Z	76000	123075000	2600	2600	manual
46	2026-07-18T20:33:26Z	78000	126003000	2600	2600	manual
48	2026-07-18T20:33:28Z	78000	126079000	2600	2600	manual
50	2026-07-18T20:33:30Z	79000	127017000	2600	2600	manual
52	2026-07-18T20:33:32Z	80000	127072000	2600	2600	manual
54	2026-07-18T20:33:34Z	77000	121070000	2563	2600	manual
56	2026-07-18T20:33:36Z	77000	120015000	2554	2600	manual
58	2026-07-18T20:33:38Z	77000	120003000	2554	2600	manual
60	2026-07-18T20:33:40Z	76000	120000000	2555	2600	manual
62	2026-07-18T20:33:42Z	74000	119017000	2557	2600	manual
64	2026-07-18T20:33:44Z	75000	119090000	2558	2600	manual
66	2026-07-18T20:33:46Z	76000	119078000	2567	2600	manual
68	2026-07-18T20:33:48Z	75000	119083000	2564	2600	manual
70	2026-07-18T20:33:50Z	76000	120004000	2574	2600	manual
72	2026-07-18T20:33:52Z	75000	120001000	2569	2600	manual
74	2026-07-18T20:33:54Z	74000	120053000	2577	2600	manual
76	2026-07-18T20:33:57Z	74000	119099000	2567	2600	manual
79	2026-07-18T20:33:59Z	73000	120049000	2578	2600	manual
81	2026-07-18T20:34:01Z	73000	120008000	2570	2600	manual
83	2026-07-18T20:34:03Z	73000	120033000	2574	2600	manual
85	2026-07-18T20:34:05Z	73000	119097000	2569	2600	manual
87	2026-07-18T20:34:07Z	73000	120018000	2574	2600	manual
89	2026-07-18T20:34:09Z	73000	119098000	2572	2600	manual
91	2026-07-18T20:34:11Z	73000	120010000	2575	2600	manual
93	2026-07-18T20:34:13Z	73000	119095000	2575	2600	manual
95	2026-07-18T20:34:15Z	73000	120018000	2576	2600	manual
97	2026-07-18T20:34:17Z	73000	120000000	2574	2600	manual
99	2026-07-18T20:34:19Z	73000	120001000	2572	2600	manual
101	2026-07-18T20:34:21Z	73000	119099000	2568	2600	manual
103	2026-07-18T20:34:23Z	72000	120005000	2570	2600	manual
105	2026-07-18T20:34:25Z	72000	119019000	2573	2600	manual
107	2026-07-18T20:34:27Z	73000	119092000	2573	2600	manual
109	2026-07-18T20:34:29Z	73000	119027000	2576	2600	manual
111	2026-07-18T20:34:31Z	73000	119085000	2577	2600	manual
113	2026-07-18T20:34:33Z	73000	119076000	2582	2600	manual
115	2026-07-18T20:34:35Z	72000	120005000	2578	2600	manual
117	2026-07-18T20:34:37Z	73000	120054000	2584	2600	manual
119	2026-07-18T20:34:39Z	72000	119098000	2575	2600	manual
121	2026-07-18T20:34:41Z	72000	120050000	2582	2600	manual
123	2026-07-18T20:34:43Z	72000	119095000	2570	2600	manual
125	2026-07-18T20:34:45Z	73000	120024000	2576	2600	manual
127	2026-07-18T20:34:47Z	73000	119097000	2575	2600	manual
129	2026-07-18T20:34:49Z	72000	120016000	2576	2600	manual
131	2026-07-18T20:34:51Z	72000	119096000	2576	2600	manual
133	2026-07-18T20:34:53Z	72000	120015000	2577	2600	manual
135	2026-07-18T20:34:55Z	72000	120006000	2576	2600	manual
137	2026-07-18T20:34:57Z	72000	120004000	2575	2600	manual
139	2026-07-18T20:34:59Z	72000	119099000	2576	2600	manual
141	2026-07-18T20:35:01Z	72000	120001000	2574	2600	manual
143	2026-07-18T20:35:03Z	72000	119099000	2572	2600	manual
145	2026-07-18T20:35:05Z	71000	120004000	2575	2600	manual
147	2026-07-18T20:35:07Z	71000	119099000	2568	2600	manual
149	2026-07-18T20:35:09Z	72000	119079000	2570	2600	manual
151	2026-07-18T20:35:11Z	72000	119042000	2577	2600	manual
153	2026-07-18T20:35:13Z	72000	119085000	2574	2600	manual
155	2026-07-18T20:35:15Z	73000	119033000	2581	2600	manual
157	2026-07-18T20:35:17Z	72000	119097000	2581	2600	manual
159	2026-07-18T20:35:19Z	74000	120019000	2583	2600	manual
161	2026-07-18T20:35:21Z	71000	120005000	2578	2600	manual
163	2026-07-18T20:35:23Z	71000	120063000	2585	2600	manual
165	2026-07-18T20:35:25Z	72000	120013000	2578	2600	manual
167	2026-07-18T20:35:27Z	72000	120042000	2580	2600	manual
169	2026-07-18T20:35:29Z	71000	120002000	2575	2600	manual
171	2026-07-18T20:35:31Z	71000	120022000	2578	2600	manual
173	2026-07-18T20:35:33Z	72000	119099000	2576	2600	manual
175	2026-07-18T20:35:35Z	71000	120013000	2580	2600	manual
177	2026-07-18T20:35:37Z	72000	119098000	2579	2600	manual
179	2026-07-18T20:35:39Z	71000	120003000	2575	2600	manual
181	2026-07-18T20:35:41Z	71000	119099000	2577	2600	manual
184	2026-07-18T20:35:44Z	71000	120003000	2573	2600	manual
186	2026-07-18T20:35:46Z	71000	119095000	2573	2600	manual
188	2026-07-18T20:35:48Z	71000	119082000	2572	2600	manual
190	2026-07-18T20:35:50Z	71000	119042000	2576	2600	manual
192	2026-07-18T20:35:52Z	72000	119078000	2578	2600	manual
194	2026-07-18T20:35:54Z	73000	119037000	2580	2600	manual
196	2026-07-18T20:35:56Z	71000	120000000	2579	2600	manual
198	2026-07-18T20:35:58Z	72000	119099000	2583	2600	manual
200	2026-07-18T20:36:00Z	72000	120005000	2579	2600	manual
202	2026-07-18T20:36:02Z	71000	120040000	2581	2600	manual
204	2026-07-18T20:36:04Z	71000	119099000	2578	2600	manual
