prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,13.386714,192,14.864037,12,26.316020,752
code_cpp,13.251279,192,14.938128,18,50.176454,806
explain_concept,13.898836,192,14.262644,20,54.853733,797
summarize,15.555914,192,12.695556,28,75.894539,799
qa_factual,13.953272,192,14.204951,31,82.614674,736
stepwise_math,8.393613,131,16.560754,40,95.419164,313
