prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,14.142795,192,14.050577,12,26.031103,824
code_cpp,11.002262,192,18.204564,18,49.358477,704
explain_concept,18.221366,192,10.805642,20,54.466083,970
summarize,14.231115,192,13.943954,28,74.401599,766
qa_factual,17.620972,192,11.194887,31,81.397303,611
stepwise_math,4.996182,74,16.535566,40,93.181882,154
