prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,13.882035,192,14.251662,12,30.266344,752
code_cpp,13.635704,192,14.490941,18,51.747633,806
explain_concept,14.340014,192,13.762061,20,56.722624,797
summarize,14.900129,192,13.241966,28,77.335035,799
qa_factual,14.045174,192,14.080518,31,84.433005,736
stepwise_math,8.934616,131,15.437105,40,97.421971,313
