label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
80b-rocm-mid,0,0,122,121,49000,86000,67339,18049000,143032000,95020769
