unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1783903499,49000,18090000,2595000000,0
1783903500,49000,29042000,2788000000,1
1783903501,50000,33024000,2859000000,2
1783903502,50000,37061000,2885000000,5
1783903503,50000,33089000,2894000000,6
1783903504,50000,31096000,2898000000,7
1783903506,49000,31091000,2899000000,7
1783903507,50000,31047000,2900000000,7
1783903508,50000,31010000,2900000000,7
1783903509,49000,31011000,2900000000,7
1783903510,49000,30072000,2900000000,7
1783903511,50000,30049000,2900000000,7
1783903512,50000,30032000,2900000000,7
1783903513,50000,30054000,2900000000,7
1783903514,50000,30009000,2900000000,7
1783903515,50000,29088000,2900000000,7
1783903516,49000,29075000,2900000000,6
1783903517,50000,29097000,2900000000,7
1783903518,50000,30027000,2900000000,6
1783903519,49000,30061000,2900000000,7
1783903520,50000,31002000,2900000000,7
1783903521,50000,30035000,2900000000,7
1783903522,50000,30019000,2900000000,7
1783903523,49000,30037000,2900000000,7
1783903524,49000,30068000,2900000000,6
1783903525,49000,30024000,2900000000,7
1783903526,50000,29094000,2900000000,7
1783903527,50000,29097000,2900000000,7
1783903528,50000,29091000,2900000000,7
1783903529,50000,30000000,2900000000,7
1783903530,50000,29094000,2900000000,7
1783903531,50000,30004000,2900000000,7
1783903532,50000,29099000,2900000000,7
1783903533,49000,30019000,2900000000,7
1783903534,50000,30027000,2900000000,7
1783903535,49000,30045000,2900000000,7
1783903536,50000,30012000,2900000000,7
1783903537,49000,30019000,2900000000,7
1783903538,49000,34024000,2900000000,6
1783903539,64000,90092000,2900000000,57
1783903540,68000,120060000,2900000000,84
1783903541,69000,131049000,2900000000,94
1783903542,71000,135058000,2900000000,98
1783903543,72000,137045000,2900000000,99
1783903544,72000,138053000,2900000000,100
1783903545,73000,138080000,2900000000,100
1783903546,74000,139024000,2900000000,100
1783903547,75000,139061000,2900000000,100
1783903548,74000,139075000,2900000000,100
1783903549,74000,140012000,2900000000,100
1783903550,74000,140047000,2900000000,100
1783903551,75000,140070000,2900000000,100
1783903552,75000,140074000,2900000000,100
1783903553,76000,140099000,2900000000,100
1783903554,75000,140095000,2900000000,100
1783903555,74000,140086000,2900000000,100
1783903556,77000,141027000,2900000000,100
1783903557,76000,141015000,2900000000,100
1783903558,76000,141007000,2900000000,100
1783903559,76000,141047000,2900000000,100
1783903560,77000,141014000,2900000000,100
1783903561,77000,141059000,2900000000,100
1783903562,78000,141092000,2900000000,100
1783903563,77000,142017000,2900000000,100
1783903564,78000,142032000,2900000000,100
1783903565,78000,142058000,2900000000,100
1783903566,78000,142087000,2900000000,100
1783903567,77000,142092000,2900000000,100
1783903568,73000,122012000,2900000000,93
1783903569,72000,118068000,2900000000,97
1783903570,72000,118034000,2900000000,98
1783903571,71000,117000000,2900000000,99
1783903572,71000,117066000,2900000000,99
1783903573,74000,117012000,2900000000,99
1783903574,74000,117049000,2900000000,99
1783903575,76000,117009000,2900000000,99
1783903577,71000,117042000,2900000000,99
1783903578,75000,117022000,2900000000,99
1783903579,73000,117035000,2900000000,99
1783903580,74000,118070000,2900000000,99
1783903581,73000,119034000,2900000000,100
1783903582,76000,119038000,2900000000,99
1783903583,75000,119034000,2900000000,100
1783903584,75000,119006000,2900000000,100
1783903585,74000,120001000,2900000000,100
1783903586,75000,119077000,2900000000,100
1783903587,75000,119097000,2900000000,100
1783903588,75000,120006000,2900000000,100
1783903589,75000,120023000,2900000000,100
1783903590,76000,119076000,2900000000,100
1783903591,75000,120026000,2900000000,100
1783903592,76000,119049000,2900000000,100
1783903593,75000,120016000,2900000000,100
1783903594,74000,120014000,2900000000,100
1783903595,76000,120035000,2900000000,100
1783903596,75000,119066000,2900000000,100
1783903597,77000,120016000,2900000000,100
1783903598,77000,119065000,2900000000,100
1783903599,76000,119098000,2900000000,100
1783903600,73000,119054000,2900000000,100
1783903601,78000,120024000,2900000000,100
1783903602,77000,119069000,2900000000,100
1783903603,76000,120041000,2900000000,100
1783903604,77000,119087000,2900000000,100
1783903605,63000,114003000,2900000000,93
