label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-gate,143,95,83,82,54000,96000,84829,24003000,169016000,146719793
