unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1783905190,50000,19093000,2595000000,0
1783905191,49000,29080000,2788000000,1
1783905192,49000,32059000,2859000000,3
1783905193,50000,32056000,2885000000,5
1783905194,50000,32057000,2894000000,6
1783905195,50000,32064000,2898000000,6
1783905196,50000,33079000,2899000000,7
1783905197,50000,33017000,2900000000,7
1783905198,50000,32080000,2900000000,7
1783905199,50000,33008000,2900000000,7
1783905200,50000,32062000,2900000000,7
1783905201,49000,32059000,2900000000,7
1783905202,50000,32024000,2900000000,7
1783905203,50000,30092000,2900000000,7
1783905204,50000,30051000,2900000000,7
1783905205,50000,33022000,2900000000,7
1783905206,50000,36030000,2900000000,7
1783905207,50000,35040000,2900000000,7
1783905208,50000,32057000,2900000000,7
1783905209,50000,31037000,2900000000,7
1783905210,50000,30068000,2900000000,7
1783905211,50000,30092000,2900000000,7
1783905212,50000,30039000,2900000000,7
1783905213,50000,30046000,2900000000,7
1783905214,50000,30090000,2900000000,7
1783905215,50000,30072000,2900000000,7
1783905216,50000,30034000,2900000000,7
1783905217,50000,31059000,2900000000,7
1783905218,50000,31092000,2900000000,7
1783905219,50000,32078000,2900000000,7
1783905221,50000,33018000,2900000000,7
1783905222,50000,33012000,2900000000,7
1783905223,50000,32081000,2900000000,7
1783905224,49000,32098000,2900000000,7
1783905225,50000,32076000,2900000000,7
1783905226,50000,33025000,2900000000,7
1783905227,50000,32091000,2900000000,7
1783905228,50000,32097000,2900000000,7
1783905229,49000,33082000,2900000000,5
1783905230,65000,92059000,2900000000,60
1783905231,68000,120050000,2900000000,86
1783905232,73000,131052000,2900000000,95
1783905233,72000,135088000,2900000000,98
1783905234,73000,137012000,2900000000,99
1783905235,73000,138021000,2900000000,100
1783905236,73000,138095000,2900000000,100
1783905237,74000,138096000,2900000000,100
1783905238,74000,139021000,2900000000,100
1783905239,74000,139061000,2900000000,100
1783905240,75000,139038000,2900000000,100
1783905241,76000,140013000,2900000000,100
1783905242,76000,140066000,2900000000,100
1783905243,75000,140055000,2900000000,100
1783905244,76000,141006000,2900000000,100
1783905245,76000,141042000,2900000000,100
1783905246,76000,141000000,2900000000,100
1783905247,76000,141057000,2900000000,100
1783905248,77000,141018000,2900000000,100
1783905249,77000,141001000,2900000000,100
1783905250,77000,141015000,2900000000,100
1783905251,77000,141046000,2900000000,100
1783905252,78000,141028000,2900000000,100
1783905253,77000,141029000,2900000000,100
1783905254,78000,142003000,2900000000,100
1783905255,79000,141095000,2900000000,100
1783905256,78000,142030000,2900000000,100
1783905257,78000,142038000,2900000000,100
1783905258,79000,142011000,2900000000,100
1783905259,75000,128014000,2900000000,97
1783905260,76000,125039000,2900000000,98
1783905261,75000,124023000,2900000000,99
1783905262,76000,124026000,2900000000,99
1783905263,74000,124039000,2900000000,99
1783905264,78000,124007000,2900000000,99
1783905265,76000,124035000,2900000000,99
1783905266,76000,124061000,2900000000,99
1783905267,77000,124072000,2900000000,99
1783905268,75000,124071000,2900000000,99
1783905269,75000,124099000,2900000000,99
1783905270,77000,124082000,2900000000,99
1783905271,78000,124087000,2900000000,99
1783905272,76000,124078000,2900000000,99
1783905273,77000,124091000,2900000000,99
1783905274,76000,124095000,2900000000,99
1783905276,77000,125006000,2900000000,99
1783905277,78000,125048000,2900000000,99
1783905278,78000,125027000,2900000000,99
1783905279,75000,125028000,2900000000,99
1783905280,76000,125011000,2900000000,99
1783905281,77000,125057000,2900000000,99
1783905282,76000,125086000,2900000000,99
1783905283,78000,125098000,2900000000,99
1783905284,79000,125092000,2900000000,99
1783905285,80000,126015000,2900000000,99
1783905286,80000,126010000,2900000000,99
1783905287,81000,126012000,2900000000,99
1783905288,79000,126013000,2900000000,99
1783905289,77000,126024000,2900000000,99
1783905290,79000,126043000,2900000000,99
1783905291,79000,126026000,2900000000,99
1783905292,79000,126060000,2900000000,99
