unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1783902291,49000,20058000,2595000000,0
1783902292,51000,36005000,2788000000,12
1783902293,60000,53033000,2859000000,31
1783902294,71000,113078000,2885000000,75
1783902295,75000,137058000,2895000000,91
1783902296,75000,146029000,2898000000,97
1783902297,76000,149065000,2899000000,99
1783902298,77000,151016000,2900000000,99
1783902299,77000,151066000,2900000000,100
1783902301,78000,152013000,2900000000,100
1783902302,80000,152089000,2900000000,100
1783902303,81000,153000000,2900000000,100
1783902304,81000,152089000,2900000000,100
1783902305,80000,153073000,2900000000,100
1783902306,80000,154030000,2900000000,100
1783902307,80000,153079000,2900000000,100
1783902308,81000,153098000,2900000000,100
1783902309,80000,154045000,2900000000,100
1783902310,82000,154036000,2900000000,100
1783902311,81000,154056000,2900000000,100
1783902312,80000,144032000,2900000000,97
1783902313,78000,141049000,2900000000,98
1783902314,79000,140073000,2900000000,98
1783902315,79000,140020000,2900000000,99
1783902316,78000,139090000,2900000000,98
1783902317,79000,140018000,2900000000,98
1783902318,80000,140038000,2900000000,99
1783902319,79000,140045000,2900000000,98
1783902320,80000,140057000,2900000000,99
1783902321,81000,140048000,2900000000,99
1783902322,80000,140071000,2900000000,99
1783902323,80000,140078000,2900000000,98
1783902324,81000,141016000,2900000000,99
1783902325,81000,141009000,2900000000,99
1783902326,81000,140089000,2900000000,99
1783902327,81000,141071000,2900000000,99
1783902328,81000,142013000,2900000000,99
