label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
80b-dense16-48,0,0,103,101,49000,81000,66040,19093000,142038000,92455822
