label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-dense16-mid,0,0,45,45,49000,94000,81778,19049000,173034000,148869311
