label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
80b-stock-48,0,0,107,105,49000,78000,65200,18090000,142092000,90971771
