label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-stock,0,0,181,177,43000,94000,81989,22018000,164031000,144955367
