label,status,monitor_status,elapsed_s,samples,min_temp_mC,max_temp_mC,avg_temp_mC,min_ppt_uW,max_ppt_uW,avg_ppt_uW
30b-rocm-48,0,0,36,36,49000,76000,72444,21098000,132031000,117158056
