unix_s,temp_edge_mC,ppt_uW,sclk_Hz,gpu_busy_pct
1783902683,49000,19049000,2595000000,0
1783902684,52000,35004000,2788000000,11
1783902685,59000,53054000,2859000000,32
1783902686,71000,113018000,2885000000,75
1783902687,75000,136074000,2895000000,91
1783902688,76000,145049000,2898000000,97
1783902689,76000,148093000,2899000000,99
1783902690,77000,150042000,2900000000,99
1783902691,77000,151016000,2900000000,100
1783902692,80000,151064000,2900000000,100
1783902693,78000,151099000,2900000000,100
1783902694,79000,151014000,2900000000,98
1783902695,79000,152059000,2900000000,98
1783902696,80000,153006000,2900000000,98
1783902697,83000,153062000,2900000000,98
1783902698,80000,153021000,2900000000,98
1783902699,81000,153067000,2900000000,98
1783902700,80000,154030000,2900000000,98
1783902701,81000,155016000,2900000000,98
1783902702,84000,155068000,2900000000,98
1783902703,84000,155035000,2900000000,98
1783902704,82000,153046000,2900000000,97
1783902705,83000,154029000,2900000000,99
1783902706,83000,154090000,2900000000,99
1783902707,83000,155050000,2900000000,100
1783902708,84000,155037000,2900000000,100
1783902709,83000,155067000,2900000000,100
1783902710,83000,156005000,2900000000,100
1783902711,83000,156018000,2900000000,100
1783902712,84000,156061000,2900000000,100
1783902713,85000,157012000,2900000000,100
1783902714,85000,157033000,2900000000,100
1783902715,85000,156081000,2900000000,99
1783902716,89000,164033000,2900000000,98
1783902717,90000,168089000,2900000000,98
1783902718,89000,169056000,2900000000,98
1783902719,90000,170088000,2900000000,98
1783902720,90000,172009000,2900000000,98
1783902721,92000,172084000,2900000000,98
1783902722,92000,172006000,2900000000,98
1783902723,92000,172018000,2900000000,98
1783902724,93000,171080000,2900000000,98
1783902725,92000,172058000,2900000000,98
1783902726,94000,172095000,2900000000,98
1783902727,93000,173034000,2900000000,98
