prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.097938,97,95.957897,12,162.324487,289
code_cpp,2.071647,192,98.503516,18,171.443267,703
explain_concept,2.422532,192,83.688501,20,180.332895,764
summarize,2.396791,192,84.966956,28,234.771308,777
qa_factual,2.452212,192,83.014965,31,252.654914,588
stepwise_math,2.211020,192,94.723693,40,238.032896,572
