prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.050886,97,100.372724,12,170.840392,289
code_cpp,2.069752,192,98.733232,18,168.159864,703
explain_concept,2.435619,192,83.293313,20,177.773037,764
summarize,2.401959,192,84.825174,28,232.245650,777
qa_factual,2.446603,192,83.227312,31,254.217134,588
stepwise_math,2.219850,192,94.370783,40,237.516997,572
