prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.356543,97,84.324142,12,62.352562,289
code_cpp,2.410493,192,84.945980,18,137.113606,703
explain_concept,2.593939,192,77.907028,20,178.537953,765
summarize,2.738546,192,73.822417,28,233.253638,833
qa_factual,2.628614,192,77.257333,31,249.619532,605
stepwise_math,2.551429,192,82.043533,40,206.174939,630
