prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.068673,97,100.011032,12,141.467728,289
code_cpp,2.499731,254,107.423787,18,155.318359,960
explain_concept,6.941770,512,75.211319,20,173.040318,1952
summarize,7.219705,512,72.379379,28,223.538616,2205
qa_factual,6.665147,512,78.548425,31,243.175400,1878
stepwise_math,5.682666,512,93.274507,40,229.423573,1386
