prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,0.972279,97,110.141788,12,154.856693,289
code_cpp,1.901301,192,108.127043,18,164.731077,703
explain_concept,2.641924,192,76.438142,20,175.720674,765
summarize,2.754549,192,73.466530,28,224.758786,833
qa_factual,2.663165,192,76.239790,31,243.435105,605
stepwise_math,2.172429,192,96.797759,40,232.259713,630
