prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.049171,97,102.189273,12,141.998391,289
code_cpp,1.912971,192,107.672447,18,162.356698,703
explain_concept,2.644702,192,76.451047,20,174.354236,765
summarize,2.749353,192,73.651148,28,225.286838,833
qa_factual,2.684337,192,75.641386,31,242.887700,605
stepwise_math,2.182877,192,96.323164,40,231.224565,630
