prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,0.989339,97,108.123894,12,152.379017,289
code_cpp,1.892046,192,108.710300,18,164.305535,703
explain_concept,2.654765,192,76.205385,20,173.118205,765
summarize,2.732711,192,74.164032,28,223.185818,833
qa_factual,2.667307,192,76.120548,31,243.276543,605
stepwise_math,2.173632,192,96.817527,40,230.150921,630
