prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.062633,97,99.317474,12,167.686761,289
code_cpp,2.090375,192,97.555473,18,169.828945,703
explain_concept,2.428011,192,83.559132,20,179.323949,764
summarize,2.392070,192,85.220501,28,232.513722,777
qa_factual,2.454301,192,82.980271,31,253.545548,588
stepwise_math,2.233633,192,93.810326,40,237.209937,572
