prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.084043,97,97.169756,12,169.049799,289
code_cpp,2.080303,192,98.095667,18,170.612879,703
explain_concept,2.411981,192,83.989281,20,182.054853,764
summarize,2.392555,192,85.127476,28,233.234209,777
qa_factual,2.463309,192,82.649609,31,253.119080,588
stepwise_math,2.231834,192,93.888265,40,237.940860,572
