prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,13.196219,192,15.070348,12,27.156141,752
code_cpp,13.226150,192,15.018260,18,46.013681,806
explain_concept,13.843184,192,14.385322,20,47.633791,797
summarize,15.422373,192,12.866690,28,66.332792,799
qa_factual,13.967570,192,14.268311,31,71.587086,736
stepwise_math,8.497469,131,16.527568,40,80.791107,313
