prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,5.579430,512,107.230520,12,15.196991,1603
code_cpp,4.737604,512,113.328970,18,89.202529,1953
explain_concept,5.762776,512,91.162718,20,177.279818,2096
summarize,5.518609,512,95.318964,28,233.826317,2181
qa_factual,5.517077,512,95.443362,31,254.240068,1896
stepwise_math,5.024174,512,108.449463,40,147.753591,1334
