prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,4.443451,512,117.510539,12,165.784784,1603
code_cpp,4.509213,512,116.690928,18,172.875789,1953
explain_concept,5.612184,512,93.329561,20,184.518867,2096
summarize,5.393549,512,97.613930,28,238.545554,2181
qa_factual,5.394670,512,97.667949,31,259.992955,1896
stepwise_math,4.823572,512,110.736391,40,239.821093,1334
