build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"7fe450e19","11146","AMD RYZEN AI MAX+ 395 w/ Radeon 8060S","AMD Radeon 8060S Graphics (RADV STRIX_HALO)","Vulkan","~/models/2026-09-26/Laguna-XS-2.1-Q4_K_M.gguf","laguna 30B.A3B Q4_K - Medium","19559844864","33442617088","2048","512","16","0x0","0","50","f16","f16","999","0","layer","0","0","1","auto","0.00","none","auto","auto","0","0","0","0","0","0","128","8192","2026-09-26T03:10:35Z","1827210360","978470","70.052156","0.037432"
