# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T20:00:53Z	39000	16046000	2406	2500	manual
2	2026-07-18T20:00:55Z	39000	19034000	2487	2500	manual
4	2026-07-18T20:00:57Z	39000	18066000	2498	2500	manual
6	2026-07-18T20:00:59Z	39000	17013000	2500	2500	manual
8	2026-07-18T20:01:01Z	39000	17006000	2500	2500	manual
10	2026-07-18T20:01:03Z	39000	17008000	2500	2500	manual
12	2026-07-18T20:01:05Z	40000	17017000	2500	2500	manual
14	2026-07-18T20:01:07Z	40000	17026000	2500	2500	manual
16	2026-07-18T20:01:09Z	40000	17042000	2500	2500	manual
18	2026-07-18T20:01:11Z	40000	17028000	2500	2500	manual
20	2026-07-18T20:01:13Z	40000	17026000	2500	2500	manual
22	2026-07-18T20:01:15Z	40000	17016000	2500	2500	manual
24	2026-07-18T20:01:17Z	41000	17084000	2500	2500	manual
26	2026-07-18T20:01:19Z	42000	21020000	2500	2500	manual
28	2026-07-18T20:01:21Z	42000	21066000	2500	2500	manual
30	2026-07-18T20:01:23Z	42000	21071000	2500	2500	manual
32	2026-07-18T20:01:25Z	42000	22011000	2500	2500	manual
34	2026-07-18T20:01:27Z	43000	21085000	2500	2500	manual
36	2026-07-18T20:01:29Z	43000	21092000	2500	2500	manual
38	2026-07-18T20:01:31Z	43000	21094000	2500	2500	manual
40	2026-07-18T20:01:33Z	43000	21098000	2500	2500	manual
42	2026-07-18T20:01:35Z	43000	22015000	2500	2500	manual
44	2026-07-18T20:01:37Z	44000	22009000	2500	2500	manual
46	2026-07-18T20:01:39Z	44000	22020000	2500	2500	manual
48	2026-07-18T20:01:41Z	44000	22009000	2500	2500	manual
50	2026-07-18T20:01:43Z	45000	22031000	2500	2500	manual
52	2026-07-18T20:01:45Z	44000	22021000	2500	2500	manual
54	2026-07-18T20:01:47Z	44000	19034000	2500	2500	manual
56	2026-07-18T20:01:49Z	72000	94031000	2500	2500	manual
58	2026-07-18T20:01:51Z	72000	103096000	2500	2500	manual
60	2026-07-18T20:01:53Z	75000	107032000	2500	2500	manual
62	2026-07-18T20:01:55Z	77000	108000000	2500	2500	manual
64	2026-07-18T20:01:57Z	78000	109006000	2500	2500	manual
66	2026-07-18T20:01:59Z	78000	109017000	2500	2500	manual
