mode,prompts,mean_predicted_per_second,min_predicted_per_second,max_predicted_per_second,mean_prompt_per_second,mean_acceptance,total_predicted_tokens
nospec,6,73.95663152643971,73.6278472789717,74.1337929628497,248.2183460570158,,1152
