prompt_id,wall_s,prompt_tokens,predicted_n,prompt_per_second,predicted_per_second,draft_n,draft_n_accepted,acceptance,content_chars
code_python,2.682309769006679,13,192,164.29284567846628,74.1337929628497,,,,905
code_cpp,2.6800359550106805,19,192,219.6303274803778,74.06581596419225,,,,756
explain_concept,2.6761026000021957,19,192,227.6921601994104,74.08450649879323,,,,860
summarize,2.695477582004969,30,192,310.53650356599417,73.90985845877158,,,,753
qa_factual,2.6931233310024254,31,192,327.71981013394225,73.91796799505981,,,,623
stepwise_math,2.7799158490088303,41,192,239.4384292839039,73.6278472789717,,,,582
