# elapsed_s	utc	edge_mC	power_uW	sclk_MHz	od_max_MHz	perf_level
0	2026-07-18T20:32:40Z	38000	16049000	2410	2600	manual
2	2026-07-18T20:32:42Z	38000	19040000	2574	2600	manual
4	2026-07-18T20:32:44Z	38000	18074000	2597	2600	manual
6	2026-07-18T20:32:46Z	39000	17031000	2600	2600	manual
8	2026-07-18T20:32:48Z	39000	17054000	2600	2600	manual
10	2026-07-18T20:32:50Z	39000	17043000	2600	2600	manual
12	2026-07-18T20:32:52Z	39000	17045000	2600	2600	manual
14	2026-07-18T20:32:54Z	39000	17050000	2600	2600	manual
16	2026-07-18T20:32:56Z	39000	17046000	2600	2600	manual
18	2026-07-18T20:32:58Z	40000	17055000	2600	2600	manual
20	2026-07-18T20:33:00Z	40000	17062000	2600	2600	manual
22	2026-07-18T20:33:02Z	40000	17052000	2600	2600	manual
24	2026-07-18T20:33:04Z	40000	17092000	2600	2600	manual
26	2026-07-18T20:33:06Z	41000	21034000	2600	2600	manual
28	2026-07-18T20:33:08Z	41000	21074000	2600	2600	manual
30	2026-07-18T20:33:10Z	42000	21086000	2600	2600	manual
32	2026-07-18T20:33:12Z	42000	21072000	2600	2600	manual
34	2026-07-18T20:33:14Z	42000	21096000	2600	2600	manual
36	2026-07-18T20:33:16Z	42000	21093000	2600	2600	manual
38	2026-07-18T20:33:18Z	42000	21072000	2600	2600	manual
40	2026-07-18T20:33:20Z	43000	21079000	2600	2600	manual
42	2026-07-18T20:33:22Z	43000	21093000	2600	2600	manual
44	2026-07-18T20:33:24Z	43000	21085000	2600	2600	manual
46	2026-07-18T20:33:26Z	43000	21081000	2600	2600	manual
48	2026-07-18T20:33:28Z	44000	21091000	2600	2600	manual
50	2026-07-18T20:33:30Z	44000	21094000	2600	2600	manual
52	2026-07-18T20:33:32Z	44000	21091000	2600	2600	manual
54	2026-07-18T20:33:34Z	43000	19022000	2600	2600	manual
56	2026-07-18T20:33:36Z	75000	105025000	2600	2600	manual
58	2026-07-18T20:33:38Z	76000	114047000	2600	2600	manual
60	2026-07-18T20:33:40Z	79000	118056000	2600	2600	manual
62	2026-07-18T20:33:42Z	81000	119091000	2600	2600	manual
64	2026-07-18T20:33:44Z	82000	120055000	2600	2600	manual
66	2026-07-18T20:33:46Z	82000	120077000	2600	2600	manual
68	2026-07-18T20:33:48Z	83000	120074000	2600	2600	manual
70	2026-07-18T20:33:50Z	82000	120067000	2600	2600	manual
72	2026-07-18T20:33:52Z	81000	120071000	2600	2600	manual
74	2026-07-18T20:33:54Z	81000	120004000	2600	2600	manual
76	2026-07-18T20:33:56Z	80000	120050000	2600	2600	manual
78	2026-07-18T20:33:58Z	79000	120030000	2600	2600	manual
80	2026-07-18T20:34:00Z	79000	119078000	2600	2600	manual
82	2026-07-18T20:34:02Z	79000	119035000	2600	2600	manual
84	2026-07-18T20:34:04Z	78000	118043000	2600	2600	manual
86	2026-07-18T20:34:06Z	77000	118045000	2600	2600	manual
88	2026-07-18T20:34:08Z	77000	118061000	2600	2600	manual
90	2026-07-18T20:34:10Z	77000	118067000	2600	2600	manual
92	2026-07-18T20:34:13Z	76000	118024000	2600	2600	manual
95	2026-07-18T20:34:15Z	77000	118053000	2600	2600	manual
97	2026-07-18T20:34:17Z	76000	117042000	2600	2600	manual
99	2026-07-18T20:34:19Z	76000	117094000	2600	2600	manual
101	2026-07-18T20:34:21Z	77000	117031000	2600	2600	manual
103	2026-07-18T20:34:23Z	77000	117079000	2600	2600	manual
105	2026-07-18T20:34:25Z	77000	117071000	2600	2600	manual
107	2026-07-18T20:34:27Z	77000	118007000	2600	2600	manual
109	2026-07-18T20:34:29Z	77000	117085000	2600	2600	manual
111	2026-07-18T20:34:31Z	77000	117076000	2600	2600	manual
113	2026-07-18T20:34:33Z	77000	117089000	2600	2600	manual
115	2026-07-18T20:34:35Z	76000	117070000	2600	2600	manual
117	2026-07-18T20:34:37Z	76000	117077000	2600	2600	manual
119	2026-07-18T20:34:39Z	77000	117074000	2600	2600	manual
121	2026-07-18T20:34:41Z	77000	118016000	2600	2600	manual
123	2026-07-18T20:34:43Z	77000	118012000	2600	2600	manual
125	2026-07-18T20:34:45Z	77000	118057000	2600	2600	manual
127	2026-07-18T20:34:47Z	76000	118005000	2600	2600	manual
129	2026-07-18T20:34:49Z	76000	118028000	2600	2600	manual
131	2026-07-18T20:34:51Z	76000	117009000	2600	2600	manual
133	2026-07-18T20:34:53Z	75000	117075000	2600	2600	manual
135	2026-07-18T20:34:55Z	77000	117054000	2600	2600	manual
137	2026-07-18T20:34:57Z	77000	117083000	2600	2600	manual
139	2026-07-18T20:34:59Z	77000	117071000	2600	2600	manual
141	2026-07-18T20:35:01Z	77000	117087000	2600	2600	manual
143	2026-07-18T20:35:03Z	78000	118007000	2600	2600	manual
145	2026-07-18T20:35:05Z	77000	118017000	2600	2600	manual
147	2026-07-18T20:35:07Z	77000	119031000	2600	2600	manual
149	2026-07-18T20:35:09Z	77000	118055000	2600	2600	manual
151	2026-07-18T20:35:11Z	77000	118018000	2600	2600	manual
153	2026-07-18T20:35:13Z	77000	117091000	2600	2600	manual
155	2026-07-18T20:35:15Z	77000	117086000	2600	2600	manual
157	2026-07-18T20:35:17Z	77000	117078000	2600	2600	manual
159	2026-07-18T20:35:19Z	77000	117075000	2600	2600	manual
161	2026-07-18T20:35:21Z	78000	117093000	2600	2600	manual
163	2026-07-18T20:35:23Z	77000	118024000	2600	2600	manual
165	2026-07-18T20:35:25Z	78000	119019000	2600	2600	manual
167	2026-07-18T20:35:27Z	77000	118093000	2600	2600	manual
169	2026-07-18T20:35:29Z	77000	117046000	2600	2600	manual
171	2026-07-18T20:35:31Z	76000	117065000	2600	2600	manual
173	2026-07-18T20:35:33Z	77000	117034000	2600	2600	manual
175	2026-07-18T20:35:35Z	77000	117046000	2600	2600	manual
177	2026-07-18T20:35:37Z	77000	117021000	2600	2600	manual
179	2026-07-18T20:35:39Z	77000	117075000	2600	2600	manual
181	2026-07-18T20:35:41Z	77000	117078000	2600	2600	manual
183	2026-07-18T20:35:43Z	78000	117081000	2600	2600	manual
185	2026-07-18T20:35:45Z	76000	117062000	2600	2600	manual
187	2026-07-18T20:35:47Z	77000	117069000	2600	2600	manual
189	2026-07-18T20:35:49Z	77000	117059000	2600	2600	manual
191	2026-07-18T20:35:51Z	77000	117064000	2600	2600	manual
193	2026-07-18T20:35:53Z	77000	117065000	2600	2600	manual
195	2026-07-18T20:35:55Z	77000	117098000	2600	2600	manual
197	2026-07-18T20:35:57Z	78000	118056000	2600	2600	manual
199	2026-07-18T20:35:59Z	76000	117090000	2600	2600	manual
201	2026-07-18T20:36:01Z	77000	118054000	2600	2600	manual
203	2026-07-18T20:36:03Z	76000	117052000	2600	2600	manual
205	2026-07-18T20:36:05Z	76000	117051000	2600	2600	manual
207	2026-07-18T20:36:07Z	77000	117032000	2600	2600	manual
209	2026-07-18T20:36:09Z	77000	118034000	2600	2600	manual
211	2026-07-18T20:36:12Z	77000	117071000	2600	2600	manual
214	2026-07-18T20:36:14Z	76000	117076000	2600	2600	manual
216	2026-07-18T20:36:16Z	78000	117081000	2600	2600	manual
218	2026-07-18T20:36:18Z	78000	117093000	2600	2600	manual
220	2026-07-18T20:36:20Z	77000	117096000	2600	2600	manual
222	2026-07-18T20:36:22Z	78000	118064000	2600	2600	manual
224	2026-07-18T20:36:24Z	77000	117080000	2600	2600	manual
226	2026-07-18T20:36:26Z	78000	117083000	2600	2600	manual
228	2026-07-18T20:36:28Z	78000	118071000	2600	2600	manual
230	2026-07-18T20:36:30Z	77000	118075000	2600	2600	manual
232	2026-07-18T20:36:32Z	78000	118042000	2600	2600	manual
234	2026-07-18T20:36:34Z	78000	118048000	2600	2600	manual
236	2026-07-18T20:36:36Z	77000	118083000	2600	2600	manual
238	2026-07-18T20:36:38Z	77000	118073000	2600	2600	manual
240	2026-07-18T20:36:40Z	77000	118048000	2600	2600	manual
242	2026-07-18T20:36:42Z	77000	117070000	2600	2600	manual
244	2026-07-18T20:36:44Z	77000	118010000	2600	2600	manual
246	2026-07-18T20:36:46Z	77000	117023000	2600	2600	manual
248	2026-07-18T20:36:48Z	77000	118000000	2600	2600	manual
250	2026-07-18T20:36:50Z	78000	117065000	2600	2600	manual
252	2026-07-18T20:36:52Z	77000	117051000	2600	2600	manual
254	2026-07-18T20:36:54Z	78000	117058000	2600	2600	manual
256	2026-07-18T20:36:56Z	78000	118075000	2600	2600	manual
258	2026-07-18T20:36:58Z	77000	117099000	2600	2600	manual
260	2026-07-18T20:37:00Z	77000	118001000	2600	2600	manual
262	2026-07-18T20:37:02Z	77000	117098000	2600	2600	manual
264	2026-07-18T20:37:04Z	77000	117088000	2600	2600	manual
266	2026-07-18T20:37:06Z	78000	117076000	2600	2600	manual
268	2026-07-18T20:37:08Z	77000	117078000	2600	2600	manual
270	2026-07-18T20:37:10Z	77000	117087000	2600	2600	manual
272	2026-07-18T20:37:12Z	78000	118015000	2600	2600	manual
274	2026-07-18T20:37:14Z	77000	118065000	2600	2600	manual
276	2026-07-18T20:37:16Z	77000	118065000	2600	2600	manual
278	2026-07-18T20:37:18Z	77000	118052000	2600	2600	manual
280	2026-07-18T20:37:20Z	76000	117044000	2600	2600	manual
282	2026-07-18T20:37:22Z	77000	118069000	2600	2600	manual
284	2026-07-18T20:37:24Z	77000	117075000	2600	2600	manual
286	2026-07-18T20:37:26Z	78000	118021000	2600	2600	manual
288	2026-07-18T20:37:28Z	78000	117097000	2600	2600	manual
290	2026-07-18T20:37:30Z	77000	118083000	2600	2600	manual
292	2026-07-18T20:37:32Z	78000	118017000	2600	2600	manual
294	2026-07-18T20:37:34Z	78000	118050000	2600	2600	manual
296	2026-07-18T20:37:36Z	77000	118037000	2600	2600	manual
298	2026-07-18T20:37:38Z	78000	118014000	2600	2600	manual
300	2026-07-18T20:37:40Z	78000	118074000	2600	2600	manual
302	2026-07-18T20:37:42Z	78000	118058000	2600	2600	manual
304	2026-07-18T20:37:44Z	78000	118034000	2600	2600	manual
306	2026-07-18T20:37:46Z	77000	117069000	2600	2600	manual
308	2026-07-18T20:37:48Z	79000	118020000	2600	2600	manual
310	2026-07-18T20:37:50Z	78000	118063000	2600	2600	manual
312	2026-07-18T20:37:52Z	78000	119012000	2600	2600	manual
314	2026-07-18T20:37:54Z	78000	119010000	2600	2600	manual
316	2026-07-18T20:37:56Z	78000	119031000	2600	2600	manual
318	2026-07-18T20:37:58Z	77000	118058000	2600	2600	manual
320	2026-07-18T20:38:00Z	77000	119008000	2600	2600	manual
322	2026-07-18T20:38:02Z	77000	117053000	2600	2600	manual
324	2026-07-18T20:38:04Z	77000	118004000	2600	2600	manual
326	2026-07-18T20:38:06Z	78000	118013000	2600	2600	manual
328	2026-07-18T20:38:09Z	79000	118032000	2600	2600	manual
331	2026-07-18T20:38:11Z	78000	118013000	2600	2600	manual
333	2026-07-18T20:38:13Z	78000	118009000	2600	2600	manual
335	2026-07-18T20:38:15Z	78000	118021000	2600	2600	manual
337	2026-07-18T20:38:17Z	78000	118056000	2600	2600	manual
339	2026-07-18T20:38:19Z	78000	118023000	2600	2600	manual
341	2026-07-18T20:38:21Z	78000	118005000	2600	2600	manual
343	2026-07-18T20:38:23Z	78000	118071000	2600	2600	manual
345	2026-07-18T20:38:25Z	78000	118054000	2600	2600	manual
347	2026-07-18T20:38:27Z	78000	119009000	2600	2600	manual
349	2026-07-18T20:38:29Z	79000	119018000	2600	2600	manual
351	2026-07-18T20:38:31Z	79000	119070000	2600	2600	manual
353	2026-07-18T20:38:33Z	80000	119066000	2600	2600	manual
355	2026-07-18T20:38:35Z	79000	119097000	2600	2600	manual
357	2026-07-18T20:38:37Z	78000	120002000	2600	2600	manual
359	2026-07-18T20:38:39Z	78000	120019000	2600	2600	manual
361	2026-07-18T20:38:41Z	79000	118092000	2600	2600	manual
363	2026-07-18T20:38:43Z	79000	119027000	2600	2600	manual
365	2026-07-18T20:38:45Z	79000	118085000	2600	2600	manual
367	2026-07-18T20:38:47Z	80000	119052000	2600	2600	manual
369	2026-07-18T20:38:49Z	80000	119019000	2600	2600	manual
371	2026-07-18T20:38:51Z	81000	119073000	2600	2600	manual
373	2026-07-18T20:38:53Z	81000	119053000	2600	2600	manual
