prompt_id,wall_s,predicted_n,predicted_per_second,prompt_n,prompt_per_second,content_chars
code_python,1.042187,89,94.031037,12,145.153681,288
code_cpp,2.122452,190,93.368846,18,218.015334,751
explain_concept,1.727245,151,92.757028,20,218.035932,811
summarize,1.937004,192,104.723693,28,290.537806,906
qa_factual,2.161923,192,93.205693,31,338.612780,655
stepwise_math,2.201613,192,93.166617,40,300.883092,651
